		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
02/09/22	12:10 a	7.2	7.3	7.2	89	5.5	0.0	ENE	0.00	0.4	E	7.2	7.3	7.3	1036.6	0.00	0.0	0.077	0.000	23.4	46	11.1	23.1	8.57	1.2029	233	1	100.0	10
02/09/22	12:20 a	7.2	7.2	7.2	90	5.7	0.0	---	0.00	0.0	---	7.2	7.3	7.3	1036.8	0.00	0.0	0.077	0.000	23.3	46	11.0	22.9	8.57	1.2037	233	1	100.0	10
02/09/22	12:30 a	7.2	7.2	7.2	90	5.6	0.0	---	0.00	0.0	---	7.2	7.2	7.2	1036.8	0.00	0.0	0.078	0.000	23.2	46	11.0	22.9	8.57	1.2040	235	1	100.0	10
02/09/22	12:40 a	7.2	7.2	7.1	90	5.6	0.0	---	0.00	0.0	---	7.2	7.2	7.2	1036.4	0.00	0.0	0.078	0.000	23.1	47	11.2	22.8	8.75	1.2038	234	1	100.0	10
02/09/22	12:50 a	7.1	7.1	7.1	90	5.6	0.0	---	0.00	0.0	---	7.1	7.2	7.2	1036.2	0.00	0.0	0.078	0.000	22.9	44	10.0	22.4	8.28	1.2053	234	1	100.0	10
02/09/22	1:00 a	7.1	7.1	7.1	91	5.7	0.0	NE	0.00	0.4	ENE	7.1	7.2	7.2	1036.6	0.00	0.0	0.078	0.000	22.4	45	9.9	21.8	8.45	1.2080	230	1	100.0	10
02/09/22	1:10 a	7.1	7.1	7.1	91	5.7	0.0	NE	0.00	0.4	NE	7.1	7.2	7.2	1036.6	0.00	0.0	0.078	0.000	22.3	45	9.8	21.6	8.45	1.2087	233	1	100.0	10
02/09/22	1:20 a	7.1	7.1	7.1	91	5.7	0.0	NE	0.00	0.4	NE	7.1	7.2	7.2	1036.6	0.00	0.0	0.078	0.000	22.1	44	9.2	21.2	8.32	1.2101	232	1	100.0	10
02/09/22	1:30 a	7.1	7.1	7.1	91	5.7	0.0	NE	0.00	0.4	NE	7.1	7.1	7.1	1036.2	0.00	0.0	0.078	0.000	21.7	44	8.9	20.7	8.33	1.2114	234	1	100.0	10
02/09/22	1:40 a	7.1	7.1	7.0	91	5.7	0.0	NE	0.00	0.9	NE	7.1	7.1	7.1	1036.6	0.00	0.0	0.078	0.000	21.4	44	8.6	20.3	8.34	1.2134	234	1	100.0	10
02/09/22	1:50 a	7.0	7.1	6.9	91	5.6	0.0	NE	0.00	0.4	NE	7.0	7.1	7.1	1036.4	0.00	0.0	0.079	0.000	21.1	45	8.7	19.9	8.45	1.2143	231	1	100.0	10
02/09/22	2:00 a	6.9	6.9	6.8	91	5.5	0.0	---	0.00	0.0	---	6.9	6.9	6.9	1036.4	0.00	0.0	0.079	0.000	20.8	45	8.5	19.7	8.46	1.2157	230	1	100.0	10
02/09/22	2:10 a	6.8	6.8	6.7	92	5.6	0.0	---	0.00	0.0	---	6.8	6.8	6.8	1036.7	0.00	0.0	0.080	0.000	20.6	45	8.2	19.4	8.47	1.2174	233	1	100.0	10
