		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
01/17/22	12:10 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.6	0.00	0.00	---	---	18.9	61	11.3	18.5	11.25	 .0750	0	1	0.0	10
01/17/22	12:20 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.7	0.00	0.00	---	---	18.8	61	11.1	18.4	11.25	 .0750	0	1	0.0	10
01/17/22	12:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.6	0.00	0.00	---	---	18.8	64	11.8	18.5	11.73	 .0750	0	1	0.0	10
01/17/22	12:40 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.7	0.00	0.00	---	---	18.8	63	11.6	18.4	11.63	 .0750	0	1	0.0	10
01/17/22	12:50 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.5	0.00	0.00	---	---	18.8	63	11.6	18.4	11.63	 .0750	0	1	0.0	10
01/17/22	1:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.3	0.00	0.00	---	---	18.7	62	11.3	18.3	11.44	 .0750	0	1	0.0	10
01/17/22	1:10 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.3	0.00	0.00	---	---	18.7	62	11.2	18.2	11.44	 .0750	0	1	0.0	10
01/17/22	1:20 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.2	0.00	0.00	---	---	18.7	61	11.0	18.3	11.25	 .0750	0	1	0.0	10
01/17/22	1:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.2	0.00	0.00	---	---	18.7	60	10.7	18.2	11.05	 .0750	0	1	0.0	10
01/17/22	1:40 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1019.1	0.00	0.00	---	---	18.7	60	10.8	18.2	11.05	 .0750	0	1	0.0	10
01/17/22	1:50 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1018.8	0.00	0.00	---	---	18.7	59	10.5	18.1	10.95	 .0750	0	1	0.0	10
01/17/22	2:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1018.8	0.00	0.00	---	---	18.7	59	10.5	18.1	10.95	 .0750	0	1	0.0	10
01/17/22	2:10 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1018.7	0.00	0.00	---	---	18.7	59	10.5	18.1	10.95	 .0750	0	1	0.0	10
