		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
01/19/22	12:10 a	8.1	8.1	8.1	95	7.4	0.0	E	0.00	1.7	E	8.1	8.3	8.3	1024.6	0.00	0.00	0.071	0.000	19.5	62	12.0	19.2	11.41	 .0751	231	1	100.0	10
01/19/22	12:20 a	8.1	8.1	8.1	95	7.4	0.0	E	0.00	0.9	E	8.1	8.3	8.3	1024.7	0.00	0.00	0.071	0.000	19.6	63	12.3	19.3	11.61	 .0751	233	1	100.0	10
01/19/22	12:30 a	8.1	8.1	8.1	95	7.4	0.0	E	0.00	0.9	E	8.1	8.3	8.3	1025.1	0.00	0.00	0.071	0.000	19.6	63	12.3	19.3	11.61	 .0751	233	1	100.0	10
01/19/22	12:40 a	8.1	8.1	8.1	95	7.3	0.0	E	0.00	0.9	E	8.1	8.2	8.2	1024.9	0.00	0.00	0.071	0.000	19.6	63	12.3	19.3	11.61	 .0751	234	1	100.0	10
01/19/22	12:50 a	8.0	8.1	8.0	95	7.2	0.0	E	0.00	1.7	E	8.0	8.2	8.2	1024.9	0.00	0.00	0.072	0.000	19.6	62	12.1	19.3	11.41	 .0751	235	1	100.0	10
01/19/22	1:00 a	8.0	8.0	7.9	95	7.2	0.0	E	0.00	1.7	E	8.0	8.2	8.2	1024.8	0.00	0.00	0.072	0.000	19.6	62	12.1	19.3	11.41	 .0751	233	1	100.0	10
01/19/22	1:10 a	7.9	7.9	7.9	95	7.2	0.0	E	0.00	1.7	E	7.9	8.1	8.1	1024.9	0.00	0.00	0.072	0.000	19.6	61	11.8	19.2	11.25	 .0752	233	1	100.0	10
01/19/22	1:20 a	7.9	7.9	7.8	95	7.1	0.0	E	0.00	1.7	E	7.9	8.1	8.1	1024.9	0.00	0.00	0.073	0.000	19.6	61	11.9	19.3	11.25	 .0751	234	1	100.0	10
01/19/22	1:30 a	7.8	7.8	7.7	95	7.0	0.0	E	0.00	0.9	E	7.8	7.9	7.9	1025.0	0.00	0.00	0.073	0.000	19.6	61	11.9	19.3	11.25	 .0751	234	1	100.0	10
01/19/22	1:40 a	7.7	7.7	7.6	95	6.9	0.0	---	0.00	0.0	---	7.7	7.8	7.8	1025.0	0.00	0.00	0.074	0.000	19.6	61	11.9	19.3	11.25	 .0751	234	1	100.0	10
01/19/22	1:50 a	7.6	7.6	7.5	95	6.8	0.0	---	0.00	0.0	---	7.6	7.7	7.7	1025.1	0.00	0.00	0.075	0.000	19.6	61	11.9	19.3	11.25	 .0752	233	1	100.0	10
01/19/22	2:00 a	7.5	7.5	7.4	95	6.8	0.0	---	0.00	0.0	---	7.5	7.7	7.7	1025.2	0.00	0.00	0.075	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	2:10 a	7.5	7.5	7.4	95	6.8	0.0	E	0.00	0.9	E	7.5	7.7	7.7	1025.2	0.00	0.00	0.075	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	2:20 a	7.5	7.6	7.5	95	6.8	0.0	---	0.00	0.0	---	7.5	7.7	7.7	1025.5	0.00	0.00	0.075	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	2:30 a	7.6	7.6	7.5	95	6.8	0.0	---	0.00	0.0	---	7.6	7.7	7.7	1025.6	0.00	0.00	0.075	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	2:40 a	7.6	7.6	7.6	95	6.8	0.0	---	0.00	0.0	---	7.6	7.7	7.7	1025.8	0.00	0.00	0.075	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	2:50 a	7.6	7.6	7.6	95	6.9	0.0	---	0.00	0.0	---	7.6	7.8	7.8	1025.8	0.00	0.00	0.074	0.000	19.6	60	11.6	19.3	11.05	 .0752	233	1	100.0	10
01/19/22	3:00 a	7.6	7.6	7.6	95	6.9	0.0	---	0.00	0.0	---	7.6	7.8	7.8	1025.9	0.00	0.00	0.074	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	3:10 a	7.6	7.6	7.6	95	6.9	0.0	E	0.00	0.9	E	7.6	7.8	7.8	1025.9	0.00	0.00	0.074	0.000	19.6	60	11.6	19.3	11.05	 .0752	234	1	100.0	10
01/19/22	3:20 a	7.6	7.6	7.6	95	6.9	0.9	E	0.14	2.6	E	7.6	7.8	7.8	1026.0	0.00	0.00	0.074	0.000	19.6	59	11.4	19.2	10.95	 .0753	234	1	100.0	10
01/19/22	3:30 a	7.6	7.7	7.6	95	6.9	0.9	E	0.14	2.6	E	7.6	7.8	7.8	1025.9	0.00	0.00	0.074	0.000	19.6	59	11.4	19.2	10.95	 .0753	234	1	100.0	10
01/19/22	3:40 a	7.6	7.6	7.6	95	6.9	1.7	E	0.29	3.5	E	7.6	7.8	7.8	1026.0	0.00	0.00	0.074	0.000	19.6	59	11.4	19.2	10.95	 .0753	233	1	100.0	10
01/19/22	3:50 a	7.6	7.6	7.6	95	6.9	0.9	E	0.14	3.5	E	7.6	7.8	7.8	1025.9	0.00	0.00	0.074	0.000	19.6	59	11.4	19.2	10.95	 .0753	234	1	100.0	10
01/19/22	4:00 a	7.6	7.6	7.6	95	6.9	0.9	ESE	0.14	2.6	E	7.6	7.8	7.8	1025.8	0.00	0.00	0.074	0.000	19.6	59	11.4	19.2	10.95	 .0752	233	1	100.0	10
01/19/22	4:10 a	7.6	7.6	7.5	95	6.8	0.0	ESE	0.00	1.7	ESE	7.6	7.7	7.7	1025.8	0.00	0.00	0.075	0.000	19.6	59	11.3	19.2	10.95	 .0753	234	1	100.0	10
01/19/22	4:20 a	7.5	7.6	7.4	95	6.8	0.0	ESE	0.00	0.9	ESE	7.5	7.7	7.7	1025.9	0.00	0.00	0.075	0.000	19.6	59	11.3	19.2	10.95	 .0753	234	1	100.0	10
01/19/22	4:30 a	7.5	7.5	7.4	95	6.8	0.9	ESE	0.14	2.6	ESE	7.5	7.7	7.7	1025.9	0.00	0.00	0.075	0.000	19.6	59	11.3	19.2	10.95	 .0753	232	1	100.0	10
01/19/22	4:40 a	7.4	7.5	7.4	95	6.7	1.7	E	0.29	3.5	ESE	7.4	7.6	7.6	1025.9	0.00	0.00	0.076	0.000	19.6	59	11.3	19.2	10.95	 .0753	232	1	100.0	10
01/19/22	4:50 a	7.4	7.4	7.4	95	6.7	0.0	E	0.00	1.7	E	7.4	7.6	7.6	1025.9	0.00	0.00	0.076	0.000	19.6	59	11.3	19.2	10.95	 .0753	234	1	100.0	10
01/19/22	5:00 a	7.4	7.4	7.4	95	6.6	0.0	---	0.00	0.0	---	7.4	7.5	7.5	1025.9	0.00	0.00	0.076	0.000	19.5	59	11.3	19.1	10.95	 .0753	234	1	100.0	10
01/19/22	5:10 a	7.4	7.4	7.3	95	6.6	0.0	---	0.00	0.0	---	7.4	7.5	7.5	1026.0	0.00	0.00	0.076	0.000	19.5	58	11.0	19.1	10.75	 .0753	234	1	100.0	10
01/19/22	5:20 a	7.3	7.4	7.3	95	6.6	0.0	---	0.00	0.0	---	7.3	7.4	7.4	1026.1	0.00	0.00	0.076	0.000	19.5	59	11.3	19.1	10.95	 .0753	234	1	100.0	10
