		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
01/26/22	12:10 a	1.8	1.9	1.8	95	1.1	0.9	NW	0.14	4.3	NNE	1.8	1.8	1.8	1025.0	0.00	0.00	0.115	0.000	19.4	57	10.7	18.9	10.61	 .0753	232	1	100.0	10
01/26/22	12:20 a	1.9	1.9	1.9	95	1.2	0.0	WNW	0.00	2.6	W	1.9	1.9	1.9	1024.9	0.00	0.00	0.114	0.000	19.4	56	10.4	18.9	10.41	 .0753	233	1	100.0	10
01/26/22	12:30 a	1.9	1.9	1.8	95	1.2	0.9	NNW	0.14	3.5	NNE	1.9	1.9	1.9	1024.8	0.00	0.00	0.114	0.000	19.4	57	10.7	18.9	10.61	 .0753	234	1	100.0	10
01/26/22	12:40 a	1.9	1.9	1.8	95	1.2	0.9	N	0.14	3.5	NW	1.9	1.9	1.9	1025.1	0.00	0.00	0.114	0.000	19.4	56	10.4	18.9	10.41	 .0753	234	1	100.0	10
01/26/22	12:50 a	1.9	1.9	1.8	95	1.2	0.9	NW	0.14	5.2	NW	1.9	1.9	1.9	1024.8	0.00	0.00	0.114	0.000	19.5	55	10.2	18.9	10.21	 .0753	232	1	100.0	10
01/26/22	1:00 a	1.9	1.9	1.8	95	1.2	0.9	NW	0.14	3.5	NW	1.9	1.9	1.9	1024.7	0.00	0.00	0.114	0.000	19.4	55	10.2	18.9	10.21	 .0753	230	1	100.0	10
01/26/22	1:10 a	1.8	1.9	1.8	95	1.1	0.9	NW	0.14	3.5	NW	1.8	1.8	1.8	1024.9	0.00	0.00	0.115	0.000	19.4	55	10.2	18.9	10.21	 .0753	233	1	100.0	10
01/26/22	1:20 a	1.8	1.8	1.8	95	1.1	0.0	WNW	0.00	2.6	WNW	1.8	1.8	1.8	1024.8	0.00	0.00	0.115	0.000	19.5	54	9.9	18.9	10.07	 .0753	233	1	100.0	10
01/26/22	1:30 a	1.8	1.8	1.8	95	1.1	0.9	WNW	0.14	3.5	WNW	1.8	1.8	1.8	1025.2	0.00	0.00	0.115	0.000	19.4	54	9.9	18.8	10.07	 .0753	234	1	100.0	10
01/26/22	1:40 a	1.8	1.8	1.8	95	1.1	0.9	NW	0.14	6.1	WNW	1.8	1.8	1.8	1025.5	0.00	0.00	0.115	0.000	19.5	53	9.7	18.8	9.91	 .0754	235	1	100.0	10
01/26/22	1:50 a	1.8	1.8	1.8	95	1.1	0.9	NW	0.14	3.5	NW	1.8	1.8	1.8	1025.3	0.00	0.00	0.115	0.000	19.5	53	9.7	18.8	9.91	 .0753	234	1	100.0	10
01/26/22	2:00 a	1.8	1.9	1.8	95	1.1	0.0	N	0.00	1.7	N	1.8	1.8	1.8	1025.4	0.00	0.00	0.115	0.000	19.5	53	9.7	18.8	9.91	 .0754	233	1	100.0	10
01/26/22	2:10 a	1.9	2.1	1.9	96	1.4	0.9	NNW	0.14	4.3	NNW	1.9	1.9	1.9	1025.7	0.00	0.00	0.114	0.000	19.6	53	9.7	18.9	9.91	 .0754	234	1	100.0	10
01/26/22	2:20 a	2.0	2.1	2.0	95	1.3	2.6	WNW	0.43	7.8	W	0.8	2.0	0.8	1025.7	0.00	0.00	0.113	0.000	19.6	52	9.4	18.8	9.71	 .0754	233	1	100.0	10
01/26/22	2:30 a	2.0	2.0	2.0	95	1.3	0.9	WNW	0.14	7.8	W	2.0	2.0	2.0	1025.7	0.00	0.00	0.113	0.000	19.6	52	9.4	18.8	9.71	 .0754	234	1	100.0	10
01/26/22	2:40 a	2.1	2.2	2.0	95	1.4	0.9	W	0.14	7.0	WNW	2.1	2.1	2.1	1025.8	0.00	0.00	0.113	0.000	19.6	52	9.4	18.8	9.71	 .0754	233	1	100.0	10
01/26/22	2:50 a	2.2	2.3	2.2	95	1.5	0.9	N	0.14	6.1	NW	2.2	2.2	2.2	1025.6	0.00	0.00	0.112	0.000	19.6	52	9.4	18.8	9.71	 .0754	235	1	100.0	10
01/26/22	3:00 a	2.3	2.3	2.2	95	1.6	0.0	ENE	0.00	2.6	NE	2.3	2.3	2.3	1025.4	0.00	0.00	0.111	0.000	19.6	52	9.4	18.8	9.71	 .0753	233	1	100.0	10
01/26/22	3:10 a	2.3	2.3	2.2	95	1.6	0.0	ENE	0.00	1.7	ESE	2.3	2.3	2.3	1025.4	0.00	0.00	0.111	0.000	19.6	52	9.4	18.8	9.71	 .0753	233	1	100.0	10
01/26/22	3:20 a	2.2	2.3	2.2	95	1.5	0.9	NNW	0.14	3.5	E	2.2	2.2	2.2	1025.3	0.00	0.00	0.112	0.000	19.6	51	9.1	18.8	9.51	 .0754	233	1	100.0	10
01/26/22	3:30 a	2.1	2.2	2.1	95	1.4	0.0	N	0.00	2.6	N	2.1	2.1	2.1	1025.2	0.00	0.00	0.113	0.000	19.6	51	9.1	18.8	9.51	 .0754	232	1	100.0	10
01/26/22	3:40 a	2.1	2.2	2.1	95	1.4	0.9	N	0.14	3.5	NNW	2.1	2.1	2.1	1025.3	0.00	0.00	0.113	0.000	19.6	51	9.2	18.8	9.50	 .0753	233	1	100.0	10
01/26/22	3:50 a	2.1	2.1	2.1	95	1.4	0.9	ENE	0.14	2.6	ENE	2.1	2.1	2.1	1025.4	0.00	0.00	0.113	0.000	19.6	51	9.2	18.8	9.50	 .0754	233	1	100.0	10
01/26/22	4:00 a	2.1	2.1	2.0	95	1.3	1.7	NE	0.29	6.1	ESE	1.7	2.1	1.7	1025.3	0.00	0.00	0.113	0.000	19.6	51	9.2	18.8	9.50	 .0753	234	1	100.0	10
01/26/22	4:10 a	2.0	2.0	1.9	95	1.3	0.0	ENE	0.00	2.6	E	2.0	2.0	2.0	1025.3	0.00	0.00	0.113	0.000	19.6	51	9.2	18.8	9.50	 .0753	234	1	100.0	10
01/26/22	4:20 a	1.9	2.0	1.9	95	1.2	0.0	NE	0.00	2.6	NNE	1.9	1.9	1.9	1025.3	0.00	0.00	0.114	0.000	19.6	51	9.2	18.8	9.50	 .0753	233	1	100.0	10
01/26/22	4:30 a	1.8	1.9	1.8	95	1.1	0.9	NNW	0.14	3.5	NW	1.8	1.8	1.8	1025.4	0.00	0.00	0.115	0.000	19.6	51	9.2	18.8	9.50	 .0754	234	1	100.0	10
