		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
01/19/22	12:10 a	8.8	9.0	8.8	84	6.3	0.9	SE	0.54	2.2	SE	8.8	8.8	8.8	1028.9	0.00	0.0	0.066	0.000	10.7	74	6.2	10.4	14.47	1.2519	207	1	90.8	10
01/19/22	12:20 a	8.8	8.8	8.8	84	6.2	0.4	S	0.27	2.7	SSW	8.8	8.8	8.8	1029.0	0.00	0.0	0.066	0.000	10.6	74	6.2	10.4	14.47	1.2524	208	1	91.2	10
01/19/22	12:30 a	8.9	8.9	8.8	84	6.4	0.4	SE	0.27	2.7	SSW	8.9	8.9	8.9	1029.2	0.00	0.0	0.065	0.000	10.6	74	6.2	10.4	14.47	1.2526	207	1	90.8	10
01/19/22	12:40 a	8.9	9.1	8.9	84	6.4	0.4	E	0.27	1.3	E	8.9	8.9	8.9	1029.1	0.00	0.0	0.065	0.000	10.6	74	6.2	10.4	14.47	1.2525	210	1	92.1	10
01/19/22	12:50 a	8.8	9.0	8.8	84	6.2	0.9	ENE	0.54	1.8	ENE	8.8	8.8	8.8	1029.1	0.00	0.0	0.066	0.000	10.6	74	6.2	10.4	14.47	1.2524	208	1	91.2	10
01/19/22	1:00 a	8.7	8.8	8.6	85	6.3	0.4	ENE	0.27	0.9	ENE	8.7	8.7	8.7	1029.0	0.00	0.0	0.067	0.000	10.6	74	6.2	10.4	14.47	1.2523	210	1	92.1	10
01/19/22	1:10 a	8.6	8.7	8.6	85	6.2	0.4	ENE	0.27	1.3	ENE	8.6	8.6	8.6	1029.2	0.00	0.0	0.068	0.000	10.6	74	6.2	10.4	14.47	1.2525	207	1	90.8	10
01/19/22	1:20 a	8.4	8.6	8.4	85	6.1	0.4	ENE	0.27	1.8	ENE	8.4	8.4	8.4	1029.1	0.00	0.0	0.069	0.000	10.6	74	6.1	10.3	14.47	1.2527	210	1	92.1	10
01/19/22	1:30 a	8.5	8.5	8.4	85	6.1	0.4	ENE	0.27	2.2	ENE	8.5	8.5	8.5	1029.2	0.00	0.0	0.068	0.000	10.5	74	6.1	10.3	14.47	1.2531	209	1	91.7	10
01/19/22	1:40 a	8.4	8.5	8.4	85	6.1	0.4	ENE	0.27	1.8	NE	8.4	8.4	8.4	1029.3	0.00	0.0	0.069	0.000	10.4	74	6.0	10.2	14.47	1.2535	205	1	89.9	10
01/19/22	1:50 a	8.6	8.6	8.4	85	6.2	0.9	ESE	0.54	1.8	NE	8.6	8.6	8.6	1029.4	0.00	0.0	0.068	0.000	10.4	74	6.0	10.2	14.47	1.2536	203	1	89.0	10
