		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
01/26/22	12:10 a	1.8	1.9	1.8	94	1.0	0.4	SSE	0.27	1.8	SSE	1.8	1.8	1.8	1025.7	0.00	0.0	0.115	0.000	7.4	58	-0.3	6.9	10.75	1.2666	147	1	64.5	10
01/26/22	12:20 a	1.8	1.9	1.8	93	0.8	0.0	SSE	0.00	1.3	SSE	1.8	1.8	1.8	1025.5	0.00	0.0	0.115	0.000	7.4	58	-0.3	6.9	10.75	1.2664	161	1	70.6	10
01/26/22	12:30 a	1.8	1.8	1.8	93	0.8	0.4	SE	0.27	0.9	SE	1.8	1.8	1.8	1025.4	0.00	0.0	0.115	0.000	7.4	58	-0.3	6.9	10.75	1.2665	152	1	66.7	10
01/26/22	12:40 a	1.8	1.8	1.8	93	0.8	0.0	---	0.00	0.0	---	1.8	1.8	1.8	1025.7	0.00	0.0	0.115	0.000	7.3	58	-0.4	6.8	10.75	1.2672	163	1	71.5	10
01/26/22	12:50 a	1.9	1.9	1.8	93	0.9	0.0	SE	0.00	0.9	SSW	1.9	1.9	1.9	1025.5	0.00	0.0	0.114	0.000	7.3	58	-0.4	6.8	10.75	1.2669	154	1	67.5	10
01/26/22	1:00 a	1.9	1.9	1.9	93	0.9	0.0	ESE	0.00	0.9	SE	1.9	1.9	1.9	1025.5	0.00	0.0	0.114	0.000	7.3	58	-0.4	6.8	10.75	1.2669	156	1	68.4	10
01/26/22	1:10 a	1.9	1.9	1.9	93	0.9	0.0	SE	0.00	1.8	SE	1.9	1.9	1.9	1025.5	0.00	0.0	0.114	0.000	7.3	58	-0.4	6.8	10.75	1.2670	162	1	71.1	10
01/26/22	1:20 a	1.9	1.9	1.9	93	0.9	0.0	ESE	0.00	1.3	E	1.9	1.9	1.9	1025.4	0.00	0.0	0.114	0.000	7.3	59	-0.2	6.8	10.95	1.2670	163	1	71.5	10
01/26/22	1:30 a	1.9	1.9	1.9	94	1.0	0.0	SE	0.00	0.4	SE	1.9	1.9	1.9	1025.8	0.00	0.0	0.114	0.000	7.3	59	-0.2	6.8	10.95	1.2675	157	1	68.9	10
01/26/22	1:40 a	1.9	1.9	1.8	94	1.0	0.0	NE	0.00	0.9	NE	1.9	1.9	1.9	1026.2	0.00	0.0	0.114	0.000	7.2	59	-0.3	6.8	10.95	1.2683	151	1	66.2	10
01/26/22	1:50 a	1.9	1.9	1.8	94	1.0	0.0	SSW	0.00	0.9	E	1.9	1.9	1.9	1025.9	0.00	0.0	0.114	0.000	7.2	59	-0.3	6.8	10.95	1.2679	151	1	66.2	10
